"gvl_code","name"
"05010","Hoanzl, (DHF Records, Geco Tonwaren)"
"05011","Moments Music"
"05013","Tess Records International"
"05018","HHCR Musik"
"05019","Tessy Records"
"05028","Russian Disc"
"05030","Pikosso Records"
"05032","Pepperland Records"
"05033","No Boyfriend Music"
"05036","Fresh Fruit"
"05037","Seebär-Musik"
"05038","Ardema-Musik, (Invisible Shadows)"
"05042","Sounds of Delight"
"05043","Ariola Extra"
"05047","akku disk"
"05051","Schubert Music"
"05052","Polyphenia"
"05053","Sound Station Records"
"05057","Pastels / Seagull Music"
"05061","Show Records & Music"
"05062","Honeybee Records"
"05064","Spectrum"
"05068","Raumklang"
"05071","Anderland"
"05072","Oreade Music"
"05073","Ripe Recordings"
"05082","Go Jazz"
"05087","Pyramid Records"
"05093","Marina Records"
"05095","Motette Ursina"
"05097","Crypta Records"
"05098","Old School"
"05100","Future Unlimited"
"05107","Pata Music"
"05111","Eulenspiegel"
"05113","Zu-Zazz Records"
"05116","DSR Records"
"05117","Rush Hour"
"05118","Ponderosa Records"
"05126","Land of Oz Records"
"05127","O Ilios Music"
"05129","Joco Records"
"05130","ORF"
"05131","Random Records, Bureau B"
"05132","Hit Work"
"05134","Solid Dance Records, (Spice Vibes Records)"
"05135","Art of Choice"
"05136","Beat Schallplatten"
"05138","Projekt Erde"
"05147","Connyland"
"05149","Community"
"05150","RMG Music Entertainment"
"05151","Coolmusic"
"05152","Ars Musici"
"05153","J. C. Burt's Music Company"
"05161","Salto Azzuro"
"05162","TyGlo Records"
"05163","Enigma Records"
"05165","Heatwave Blacklabel"
"05190","Ensign"
"05191","Blitz Vinyl"
"05193","Western Stuff"
"05197","Bear Family Records"
"05198","ESP Collection"
"05199","MMC"
"05200","Jazzette Records"
"05201","Anachoret"
"05202","Neckar Ton"
"05203","Musekater"
"05204","AFM Records"
"05205","Pleasure Records"
"05206","UKK"
"05209","Clifford Records"
"05212","Planet Love Records"
"05213","D'Vision"
"05214","Eldorado Records"
"05215","Music Arts Network Presents"
"05216","Another Time"
"05220","Noom Records"
"05224","Cloud Nine Records"
"05229","Rainy Day Music"
"05230","Happytation Music"
"05231","Coriolan Classic"
"05236","ConstantinSound Records"
"05238","Laab Music"
"05241","Murdock Music & Stage Music Productions"
"05246","101 South Records"
"05244","Red Lola"
"05249","Pérez"
"05253","Eres Edition"
"05256","Molly-Music"
"05257","550 Music"
"05260","Comand Records"
"05262","ÜtON"
"05263","Hollysound Records"
"05264","Amy Music"
"05273","Move"
"05279","Lifelike Music"
"05283","Gaya Music"
"05284","Psyquil, (Highland Music, Nanopop)"
"05286","Pagoden Records"
"05287","Scotti Brothers"
"05290","Concrete (Her Royal Majesty Records)"
"05291","Janka Music"
"05298","Moll, (Moll-Selekta)"
"05299","Planet Entertainment"
"05301","Dynamica"
"05305","Harthouse"
"05311","SMZ"
"05315","Klubbstyle Records, (Subtrance)"
"05326","Timeless Records, World Wide Jazz"
"05333","MW Records"
"05334","Machines Making Music"
"05335","CUE Sound Service, (Antikbüro)"
"05337","PolyGram Ges.m.b.H., Wien"
"05339","Offers Musik Produktion"
"05340","Extra Music & Vision"
"05343","Cinerama, (Extravaganza)"
"05346","Summer"
"05351","Diavolo Records"
"05352","KDC Records (Sky Productions, B.A.S.I.C. Entertainment)"
"05356","Madvedge Records"
"05360","Allover Records"
"05361","Axa"
"05362","DTM"
"05370","TCB Music"
"05371","Satellit, (Windmill Records)"
"05372","Schneeball"
"05375","Synthetic Symphony"
"05376","Jay Bee Records"
"05378","Nostrum Music"
"05402","Music of Change"
"05404","Inferno, (Wilma Music)"
"05405","AtM"
"05406","Discover International"
"05407","Prisma"
"05423","ATM Records"
"05427","Chicken Records"
"05433","Rebel Rec."
"05438","Rubin Records"
"05439","Hitchkokk Music"
"05440","Belart"
"05448","Crossroads Records"
"05449","Penner Records"
"05453","Mood Records"
"05454","Radar Records"
"05457","Aar Rock & Pop Label"
"05458","Mega Blaster"
"05459","Amöbenklang, High Society International, Trash Tape Rekords"
"05460","Żuk Records"
"05463","Sunflower"
"05466","Frankfurt Beat Productions"
"05469","33Jazz Records"
"05470","Walzwerk Records"
"05472","Sopro"
"05474","Effel Music"
"05475","Back Black Records"
"05483","Euro Ralph"
"05484","Attic"
"05485","Beggars Banquet"
"05489","Unionton"
"05490","Dusty Records"
"05494","Muffin Records"
"05496","Aqualoop Records"
"05499","DA Music (Racket Records)"
"05500","Raven Records"
"05501","LODO Music"
"05502","BGP"
"05503","Globestyle"
"05504","Southbound"
"05505","Undercover Records"
"05506","Parkside Record"
"05507","Yo Mama's Recording"
"05508","Blubber Lips"
"05509","LBT-Records"
"05510","Sanwood"
"05511","Apollyon, (Antiphon, 4 Dimensions, Musique Indépendante Noire, NILE Records Europe)"
"05512","Empire Records"
"05513","Peppermint Jam Records"
"05514","Permanent Records"
"05515","Bamboo Shoot"
"05516","Golden-Records"
"05517","Pink"
"05518","Laser-Sound"
"05519","ULTRA-VOICE-RECORDS"
"05520","ULTRA-VOX-RECORDS"
"05521","Big Mouth"
"05522","Championsound"
"05523","Düsselton"
"05524","M & M - media"
"05525","Save the Vinyl"
"05526","Slam"
"05527","Musicians Record Co."
"05528","Karma"
"05529","Erlkönig, (Castle Records)"
"05530","Christina Records"
"05531","Hinterhof"
"05532","GSE Records"
"05533","Ruby & Ruby Results"
"05534","ISO"
"05535","Vinyl"
"05536","Mzee Records"
"05537","Naxos"
"05538","Zebulon Records"
"05539","Das Narrenschyff"
"05540","Pin Up Records"
"05541","CLAZZ"
"05542","YAYA Records"
"05543","Avaton"
"05544","Fortune Records"
"05545","World Star"
"05546","Out of Space Records"
"05547","Soulciety Records, (Bassism, Soulkitchen)"
"05548","Profil Music"
"05549","KORRUPTION Records"
"05550","FIRST HEARD Records"
"05551","Justice Records"
"05552","A Touch of Magic"
"05553","Swing House"
"05554","OLD BEAN Records"
"05555","Container Records"
"05556","Jelly Records"
"05557","Hahnenbrand Records"
"05558","KRASNYJ KLIN MUSIC"
"05560","Haas Musik"
"05561","Fodor Music"
"05562","Viellieb Rekords"
"05563","Lady Records"
"05564","BOOGEY PRODUCTION"
"05565","Aquarius International Music"
"05566","REJECT Records"
"05567","NoHarmDone publications"
"05568","FM JAZZ"
"05569","BOWSTONE Records"
"05570","Andric Stanelle Productions"
"05571","Pesch Records"
"05572","CordAria"
"05573","Cheiron"
"05574","Black Bear"
"05575","Brucker/Filleböck/Minck/Muck"
"05576","S & M Records"
"05578","Deaf Records"
"05579","DREAMTIME"
"05580","Peaceville Records"
"05581","HARDBACK"
"05582","Hallen Records"
"05583","MCCM Records"
"05584","ROSE RECORDS englisch"
"05587","Cadence Jazz Records"
"05588","Jelly Jam Records"
"05589","STEAM Records"
"05590","Doch"
"05592","Lightful Rarities"
"05593","Frenzy Music, (H2 Records)"
"05594","BC Publishing"
"05595","Worldtime"
"05596","Klangraum Records"
"05597","Traumton Records"
"05598","Abfahrt"
"05599","Axmo Records"
"05600","Langstrumpf Records"
"05601","Shenandoah Music"
"05602","RCS"
"05603","INLINE Records"
"05604","CHAMELEON"
"05605","BKB Records"
"05606","ROCK CITY Records"
"05607","CUT Music"
"05608","BVA"
"05609","JPM Berlin"
"05610","Toledo"
"05611","PILGRIM"
"05612","Direction"
"05614","Chocolate Records"
"05615","Country Records"
"05616","DOUBLE J RECORDS / DJR"
"05617","Star Pool"
"05618","Music 'n' Fun"
"05619","Red Rooster Records"
"05621","Simple Things Records"
"05623","RMM, (Tropijazz)"
"05624","Classic Collection"
"05625","Sonero Records"
"05626","Tropijazz"
"05627","Eureka Records"
"05629","OZ-Records OZ"
"05630","Po Torch Records"
"05632","Nude Records"
"05633","Outside Records"
"05634","Unisono"
"05635","Heimat-Melodie"
"05636","Beri Beri Records"
"05637","Buntstift"
"05638","Screaming Apple Records"
"05639","Gringo Records"
"05641","Strahlenland, Tenthousand Zippers"
"05642","St. Petersburg Classics, (High Definition Classics)"
"05643","CLASSIC ROCK LINE"
"05644","Dabbelju"
"05645","Genlyd"
"05647","Popularis Records"
"05648","tvd-Verlag"
"05649","Lava Records, Wizard Records"
"05650","Knitting Factory Works, Factory Outlet"
"05651","Vono Disc"
"05653","Simon + Leutner"
"05654","ZAS Records"
"05655","NEUE UFER"
"05656","Isch Records"
"05657","Iceland Records"
"05658","Nomen + Omen"
"05659","VanDango"
"05660","Nashorn"
"05661","Rough Trade Deutschland, (Cherry Red, DEMIX, Ink Records, Metal Machine, Red Flame, Rise Above Records, World Service, Zomba)"
"05662","Manufaktur"
"05663","T'Bwana Sound"
"05666","BigNote Records"
"05667","XL Recordings"
"05668","Bonton Music"
"05670","CITY"
"05672","Mediatone"
"05673","New Sceneland Records"
"05674","Lotos"
"05675","AZURE Records"
"05676","Limbo Records"
"05678","BERGKRISTALL"
"05679","DATE STEREO"
"05680","Koch Records, Koch Records International, Intern.Fivestar Koch, Spezial Koch"
"05681","Moving Shadow"
"05682","Windbells Records"
"05683","CROSSWORLD"
"05684","Fun Records"
"05685","Loop Records"
"05686","C.N.I.M."
"05687","EASY RIDER"
"05688","Incontro Records"
"05689","EXCITEMENT"
"05690","SINE QUA NON"
"05691","Antti Sarpila Records"
"05692","Cux Records"
"05693","Fire-Sign"
"05694","Bauer Ton Programm, (Audio)"
"05695","VIE"
"05696","Source Records"
"05697","Debut Records"
"05698","Blauwal"
"05699","House Master Records, (Rogue.nl, TSL Records)"
"05700","We live & die"
"05701","MUSICA BAVARIAE"
"05702","CMH"
"05703","Alte Scheune Publishing"
"05704","Dizzy Hornet Rec"
"05705","S.U.T.A. Music / SUTA Music"
"05706","E Records"
"05707","Dice"
"05709","Bubble"
"05710","MARACAS-Records"
"05711","On Air Records"
"05712","Westworld Records"
"05713","Spook Productions"
"05714","High Street Records"
"05715","Stars in the Dark"
"05716","Formation Records"
"05717","EMI America"
"05718","Opus 111"
"05719","Eternity"
"05720","Mitra Classics"
"05721","LAURENS"
"05722","Meistersinger Musikproduktion"
"05723","Ariola/Montana (u.L9)"
"05724","Cavalli Records"
"05725","CANTILENA / CAN"
"05726","CITADEL"
"05727","INTERSOUND HAARLEM INT"
"05728","LARAN / LAR"
"05729","MIZAR / MIZ"
"05730","Norsk Kulturfond / NKF"
"05731","WELKOM"
"05732","Coque-Records"
"05733","B & B Records"
"05734","L' Orchestra"
"05735","Gratte-Ciel"
"05737","Honk Music & Records"
"05738","RJL"
"05739","Lichthaus Musik"
"05740","HOT FOX RECORDS"
"05741","H.A.H."
"05742","Pomm Fritz Records"
"05743","Stone Records"
"05744","STUDIO 80"
"05745","United Dairies"
"05746","London Jazz Records"
"05747","Topkapi"
"05748","Tyme Flyte Recording Company"
"05750","Pulse 8"
"05751","Faze 2 Records"
"05752","Nu Trax"
"05753","TOMAHAWK"
"05755","Solar Records"
"05756","Pema Records"
"05757","Rock Line Records"
"05758","This Way Up"
"05759","Biddulph Recordings"
"05760","VELIA"
"05761","Collegium Records"
"05762","Shanachie"
"05763","Lock Records"
"05764","INDIGO-Records (im Vertrieb: All Score Media)"
"05765","Elbtonal"
"05766","SYM"
"05767","Part Records (Dynamite!, Vampirella Music)"
"05768","Shuttle Music"
"05769","Copas"
"05770","Air Record"
"05771","Edition Al Segno"
"05772","LUPULUS (Popron Music, Czech Republic)"
"05773","ICN"
"05774","Emoción"
"05776","JAD Records"
"05778","Seven Worlds Records, (Mistix)"
"05779","Isarnoten"
"05781","Logic Light"
"05782","T.A. Music / TA Music"
"05783","Kirkelig Kulturverksted"
"05784","Norsk Kulturrads / NKF"
"05785","Divina"
"05786","ROBBI"
"05787","Top Star"
"05794","The Downtown Record Company"
"05795","23rd Precinct"
"05800","X-Stream Records, Tro"
"05804","Manikin Records"
"05806","IHH Records"
"05807","4AD Records, Eighteenth Street Lounge Music"
"05810","Totem Music"
"05812","Amati"
"05816","Aus Lauter Liebe"
"05819","Sunwood Records"
"05820","Alf.A.Music"
"05821","Hulk Räckorz"
"05824","Psyquil"
"05827","Scotti Brothers / CBS, Inc."
"05829","YLAPS Records"
"05830","Strand"
"05833","NYC Records"
"05834","Mute Records"
"05836","Gazelle Records"
"05837","VMR Records"
"05838","Civic Dust Company"
"05841","GoodWill"
"05842","Funambules Records"
"05843","Little Wing of Refugees"
"05845","Meander Records"
"05846","Eltona"
"05847","marifon"
"05848","Rare Bid"
"05850","Musiza"
"05851","LAX Records"
"05852","Dragnet Records"
"05861","Schlozzton"
"05862","Slaughter House Music"
"05863","Synthetic Product Records"
"05864","Cooky Music"
"05865","Beverage Records, Fluid Records, S Records, Stockholm Records, Trampolene Records"
"05866","DRG Records"
"05871","Nimbus Records"
"05873","Magnetic Music"
"05875","Synergy Records, (Top 13 Music)"
"05877","Crazy Music"
"05879","Pam Brown Music"
"05887","RMF"
"05890","ESA Records"
"05893","Sound & Vision Audio & Video Prod."
"05894","Mystical Hunters Records"
"05896","Arcade Records (Arcade Deutschland, Diamond, Nightown Records)"
"05904","Making Waves"
"05909","Sunvibe Records"
"05910","CMA Music Production GmbH (CMA Megastar)"
"05913","Iton"
"05915","Flight 13, Ritchie Records"
"05917","Frühstyxradio"
"05922","Personal Records"
"05923","Greensleeves Records"
"05927","Metalimbo Records"
"05928","Cross-Eyed Lion Music"
"05934","Çavuṣkar"
"05935","Emily"
"05939","Filou, Castle Communications"
"05940","Clearaudio"
"05944","Costbar"
"05945","Snoop Records"
"05952","Albion Records"
"05958","HAM"
"05959","Gabriel Music"
"05960","Artists House"
"05964","Kopf"
"05965","Roof Records"
"05967","CCCP Records"
"05973","Hybrid Music Productions"
"05976","Shark Records"
"05981","Transformer Records"
"05982","Ace Records"
"05985","FolkFreak"
"05988","Herzklang Austria"
"05991","Degenerate Records"
"05993","Bielfeldt-Records"
"05997","mdz"
"06000","Rubbish Recordings"
"06001","Force Inc. Music Works, Force Inc. Limited"
"06005","Sonnenengel Musik"
"06006","Duck Dive Music"
"06008","Holy Chaos Recordings"
"06011","New Art Records"
"06012","Dark Vinyl Records, (Atmosphere, Memento Mori, Paragoric)"
"06013","Cas.Team.Records"
"06014","Metrix"
"06015","!ntelligent Communications"
"06016","Timeline"
"06017","Velvet Moon"
"06018","CMV Records"
"06019","Teldec Classics"
"06020","Treasure Music Production"
"06022","Edition El C."
"06023","Glasnost Records, Urania Records"
"06028","FNAC Music"
"06029","GUN Records"
"06030","On the Edge"
"06034","U3R Music, Mark Four Records"
"06036","Spheric Music, (Doombient.Music)"
"06040","CDS Records"
"06043","Upbeat Recordings"
"06045","P Musik, Pirat Music Production"
"06047","Hänssler Classic (Laudate)"
"06048","Hat Hut Records"
"06049","REGI Records"
"06050","Samtrecords"
"06052","Mega Herz"
"06053","Blue Velvet"
"06054","Ahorn"
"06055","CMP Records, (veraBra Records)"
"06056","DSB Deutsche Schallplatten GmbH Berlin"
"06059","Moers Music"
"06060","Spacemate Recordings, Rhinebeat"
"06068","Menke Music Record Service"
"06073","Jive Music"
"06076","Ewoton Music"
"06077","No Respect Records, Upright Songs"
"06081","Encantado"
"06082","Mole Listening Pearls"
"06083","Varèse Sarabande Records"
"06084","8 o'clock Records"
"06087","Dakoda Musikproduktion"
"06089","Manifold Music, Brain Recordings"
"06090","Viel Leicht"
"06093","Edition Multiart"
"06097","SMP (Sunshine Musik Productions)"
"06099","Celtic Music"
"06100","P & K Music"
"06103","Fermate"
"06105","NEWS-Music"
"06107","Mountain Records, Town House Management"
"06110","World's Best Records / EFA (x-com), ESL Music, Rothenburgsort Records"
"06112","Whoopee Records"
"06115","Foyer"
"06121","Müggenpark Records"
"06123","Amor Records"
"06124","Red Baron"
"06125","Tego Records"
"06131","Direct Effect"
"06132","Herka Music"
"06142","Tradition & Moderne"
"06144","Le Coq Records"
"06145","Cadillac Records"
"06155","Line Records / Line Music, Core Records, IMP Records, Lineca, Toeblock, Trance Records"
"06158","Gothic Arts Records"
"06160","SG"
"06161","Kitty"
"06162","Lord Records"
"06165","Pass Records"
"06168","Rocamar Music"
"06170","Acrobat"
"06172","EDM, EDM Progressive, EDM Trance"
"06182","AAM Records"
"06183","Connect 2 Music"
"06185","Grazer Etikett"
"06189","Megastar Records"
"06191","Tomte Music"
"06193","Rock 'n' Roll Records"
"06195","Eben Ezer Music"
"06196","Semaphore, (Burning Heart Records, Impact Records, Lazy Eye, Vulcan)"
"06197","Sequel Records"
"06201","Black Mark"
"06202","m+d records"
"06203","Berlin Classics, Corona Classic Collection"
"06205","Jekami"
"06206","Troubadisc"
"06209","The Bear"
"06210","Full Moon"
"06211","Giant Records, Big Screen Records"
"06217","ChinChin Records"
"06219","ASS"
"06223","MSM Music"
"06226","West & East Records"
"06231","ClassiCulturCentrum"
"06233","Scare Records"
"06238","Nur Sch. Records !"
"06241","Par Excellence"
"06243","C&C Records"
"06244","Tuxedo Music"
"06245","Warehouse"
"06247","Time Unlimited, Reef Recordings"
"06249","Danse Macabre Records"
"06254","Mega Records, Ultrapop"
"06255","Hurricane Records"
"06256","EOM"
"06257","Crash Records"
"06258","Sophisticat Music"
"06259","CNS Musikverlag"
"06260","Noiseworks Records"
"06261","Thuringia Records"
"06262","Vulture"
"06263","Zipp Records"
"06265","Golden Hind"
"06266","M Street"
"06269","Generator Records, (Crash Records, FAX +49-69/450464, Junkfood Records, Liquid Rec., Now! Records, Planet Love Records, Rather Interesting, Shockwave Recordings, Tabu Rec., Underworld Recordings)"
"06271","Tarantula Records"
"06272","FC Music"
"06281","Village"
"06283","Original Music"
"06290","Miles Music"
"06294","Solid Rock Records"
"06298","Remark Records"
"06299","Mariposa"
"06301","Radioactive"
"06304","West Virginia Records, (Morbid Music, Toxo Tapes)"
"06305","Jambco"
"06306","Creation Records, August Records"
"06309","Otre-Media, Creation Records Limited"
"06311","Satin Doll Productions"
"06312","BuschFunk, (Brückenhaus Audio Productions)"
"06314","ERF Verlag"
"06315","ERI Musik"
"06316","Heartache Transplant Records"
"06322","Wasteland Music"
"06324","Otvari"
"06328","Greentrax Recordings"
"06334","MiC Records"
"06335","Beautycase-Records"
"06339","Pool"
"06340","Rialto"
"06341","ARS Productions"
"06342","Baby Records, Pop In Baby"
"06346","Wildfire"
"06349","Cain"
"06350","ZYX, (Chromalin, Dance Department, Freshline Records, Golden Sound)"
"06351","Blue Art Records"
"06353","Princess Records"
"06355","MCI"
"06362","Narada, (Narada Equinox (pending))"
"06364","Blaze Records"
"06369","MCP Alpin, (ACD, Euro Trend, LSD Records, Trend)"
"06374","Slow Motion Records, (Mundo Music)"
"06375","BIT"
"06381","Gordon Helmer Music"
"06383","99 Records"
"06384","Ohmnibus Records"
"06391","Music Aura"
"06395","Moabit Musik"
"06397","Raid Records"
"06398","Massacre Records, Gutter Records, Swanlake Records"
"06401","Carmo"
"06402","Happy Music"
"06403","Brook"
"06404","Concerto Bayreuth"
"06406","Interscope Records (Aftermath Entertainment, Trauma Records, Vagrant Records)"
"06407","Masterminded For Success, Flesh, Telemetric"
"06415","Beathotel"
"06417","Calling Card Music Production"
"06419","Obsession Records"
"06434","Convoy"
"06437","Catalogue Records, Mo Beatz Records!, Shift Music, Sunnyside Up Records"
"06438","BlueSong"
"06444","Fiction Records"
"06446","Gala (DSB)"
"06447","Kleeblatt (BlueSong)"
"06448","Castle Communications, Castle Music, Chocolate Records, Cinephile, Metal-is Records, Raw Power, Sanctuary Records, Transatlantic Records"
"06450","Eye Q Records"
"06456","Taxim Records"
"06457","Metal Machine"
"06458","Mons Records"
"06459","Innovative Communication"
"06462","Steyrer Disco"
"06465","BMG Berlin Music GmbH / King Size Records"
"06468","Ocean"
"06469","Sedina"
"06470","Espe Musik"
"06471","Nate Starkman & Son"
"06474","Cadenza"
"06479","Cue Records"
"06480","Flametrader"
"06482","Cyclotron"
"06483","Free Flow Music Production"
"06489","RPN"
"06490","Boombastic Records"
"06491","JW Media Music"
"06492","Biker Music"
"06493","Masters of Music"
"06494","Elbtaler Schallplatten"
"06496","Olufsen Records"
"06503","Eurostar Schallplatten"
"06504","Peking Records"
"06506","1MF Recordz"
"06507","Eversongs"
"06511","Finlayson Tonträger"
"06513","One Note Music"
"06514","Erde Records"
"06517","Herzklang"
"06518","Rheingold"
"06520","Après-Midi"
"06521","Talkin Loud"
"06524","Piccolo"
"06525","Club Nerino"
"06526","Dark Star"
"06532","Rag Baby Records"
"06533","Lipstick Records, (Jazzline)"
"06535","Satyricon Records"
"06538","Square Records"
"06539","Free Records"
"06540","Total House Records, Total Recall Records"
"06541","Mental Decay Records"
"06542","ProViva"
"06543","Kiswell"
"06544","GNU Records"
"06545","Snakefarm Records"
"06546","Fran Records"
"06547","Idol Records"
"06548","Jazz4Ever Records"
"06553","Fidulafon"
"06554","Esperanza"
"06555","Contrast-Records"
"06558","JA Records"
"06564","Deathwish Office"
"06567","Airborne Music, (Bärenmusik)"
"06570","Furtive"
"06572","HGBS"
"06573","WSE Music"
"06574","Turbo Music"
"06578","Pump Records"
"06584","Luna Musik"
"06585","Deep Groove"
"06586","Power Brothers"
"06595","Igel-Records"
"06597","EDA"
"06600","Incognito Records, Lonestar Records, Bad News Production"
"06601","gutingi"
"06608","LMV Records"
"06609","Gälfiäßler Records"
"06610","Blasting Youth Records"
"06616","Mediaphon"
"06617","Momo Records"
"06618","Accent"
"06619","SDV Tonträger"
"06621","Intermède"
"06622","Toi, Toi, Toi Records"
"06624","Roxy Records (FRW)"
"06628","Pavement Records"
"06629","Sandra"
"06630","EGO Records"
"06641","Musica Austria"
"06645","Rude Records"
"06646","EMI Classics"
"06648","Essential"
"06649","JMJ Records"
"06654","Dorado"
"06655","Emergency Records Inc."
"06658","K&P Music"
"06660","Sucker Records"
"06661","Music to Turn To"
"06664","FFF Records"
"06674","Brain Crusher Records"
"06577","Z.O.O."
"06678","Open Minds"
"06679","Zong"
"06688","Peng Records"
"06690","Rondeau Production"
"06697","Inner Light Music"
"06699","Maranatha Music"
"06701","Tobi Music"
"06702","Förderturm Music"
"06704","Starshine Records"
"06705","Metal Blade Records"
"06706","ART-PURecords"
"06707","Frizzey Records"
"06708","!Hype"
"06710","EGM"
"06711","Imtrat"
"06712","Papagayo"
"06715","Funky Records"
"06717","Königshaus"
"06725","Young Star Music"
"06726","Rumble"
"06730","Cherry Red Records"
"06732","Fluxus Platten"
"06737","OnLineRecords / OnLineRecords Classic Edition"
"06738","Mag Music Records"
"06747","Crownhill"
"06748","Urban, (Payday, Urban Tracks)"
"06750","Control (KMS/Network)"
"06751","Perfecto"
"06752","EWM Records"
"06756","Noise Now Records"
"06757","Leffi Records"
"06759","Network"
"06761","Marabu Records"
"06762","WO-Records"
"06765","Round Tower Music"
"06766","Jeton"
"06767","Eigelstein Musikproduktion"
"06768","MDG"
"06769","Rocktopus"
"06772","Dance Pool, (Fifth World)"
"06776","Story of Blues"
"06778","Snow Records"
"06781","Fehn"
"06782","Reflektor"
"06784","Rising Sun Productions, (Bad Taste Recordings)"
"06788","Plus Point Records"
"06789","Scrifis Records"
"06790","Repulsion"
"06792","F-Beat"
"06794","Auvicom"
"06796","Hediphon Records"
"06798","Lets Go Music"
"06801","Mollycat"
"06804","Lux Noise"
"06811","Brake Out Records"
"06813","Dance Street, Clubbers Revenge, Fortissimo Records, Guru Records, House Nation, Jetset, Ladyland Records, Tip"
"06816","Big Life"
"06820","TMS Dance Music Produktion"
"06821","Hyperium, Hurdy Gurdy Beat"
"06822","De Wolfe Music"
"06823","Fabulous Records"
"06824","Hudson Music Co"
"06825","Sylvester Music Company"
"06832","Big Noise Records, (Dion Fortune Records, Bored Beyond Belief Records)"
"06833","Meilton"
"06835","X-Mist Records, SiS Records"
"06836","Arriba!"
"06838","MissmanagemenT, Musical Tragedies"
"06842","Mara Records"
"06848","MMS"
"06849","Gemelo Records"
"06850","101 Records"
"06852","Recordia Records"
"06853","City Slang"
"06855","Teardrop Records"
"06860","cap! music"
"06862","Sad Mountain Records"
"06866","Kauz inpetendent"
"06867","Label La Lichère"
"06868","Sony Classical (St. Petersburg Classics)"
"06869","Ruff '+' Roll Recordings"
"06871","Knödl Records"
"06872","PM Records"
"06873","Explorer"
"06874","Performance"
"06877","Wuppersound"
"06878","Trion"
"06879","Elster"
"06880","MVS"
"06881","Hibou"
"06886","Bellaphon"
"06890","Hot Wire Records"
"06893","New Rose Records"
"06896","3-Klang Records"
"06900","ARS Produktion"
"06903","Camouflage"
"06905","Vinylbäckerei Records"
"06907","E'G Records"
"06908","Toni Steingass Musikverlag"
"06909","Point Music Distribution"
"06910","Nibelung Records"
"06911","BMS"
"06913","Angry Fish Music"
"06916","Sugar Hill Records"
"06919","Flame"
"06921","T-Age-Records"
"06923","Biber Records, Tonstudio Zuckerfabrik"
"06926","Lunar/CD"
"06929","Mundo Music"
"06930","Herz & Verstand"
"06939","Van Essa Records, (Salto Azzuro)"
"06942","Black Posse Music"
"06945","Fairies Music, (Lindo Records)"
"06949","Kip Records"
"06955","Schneelöwe Music"
"06956","Trick Music Records"
"06957","NET"
"06965","Human Wrechords"
"06968","Gothic Records"
"06971","Antler-Subway"
"06972","Palm Records"
"06973","Edelweiss Records, Wunderwerke"
"06975","Century Media"
"06978","Glahé Intern. Music Division"
"06979","Francis Dreyfus Music"
"06982","Goya"
"06983","Jumbo"
"06990","Homestead Records, (ESP Records, Zebra Records)"
"06991","Go for Music"
"07001","FRW-Records / Musikverlag (AKM)"
"07003","Heimat Express"
"07004","Belvedere Records"
"07005","Groove Attack Productions, Sat-On Records, White Shell Music (im Vertrieb: GAP / Catskills / Galaxia)"
"07008","L' Age d'or"
"07009","G.u.G. Musik"
"07010","Music Area Records Cologne"
"07011","Euro Musik"
"07012","First American"
"07014","International Record Syndicate / I.R.S. Records"
"07015","Blind Pig"
"07016","Graduate Records"
"07017","Hogeye"
"07018","Rooster Blues"
"07019","Rose Quartz"
"07020","Machinery Records, Think-Tank"
"07021","Quantum"
"07022","Euraf"
"07023","SBK Records"
"07024","Klavins Music"
"07025","Werk, PBI, DanceTropolis, Technomania"
"07026","Carat Record"
"07027","Nuclear Blast, (Arising Empire, Blank Your Mind, Radiation Records)"
"07028","New Wind Records"
"07030","Noble Records"
"07031","KS Records"
"07032","Mother Creation Records"
"07033","TACET, (EigenArt)"
"07034","TMS Music"
"07036","Zoth Ommog, (Music Research Special Products, Talitha Records)"
"07037","New Zone, (Aural X-Perience, Influence Recordings, Metamatic, Neo Ego, Suck Me Plasma)"
"07038","Chandos Records"
"07039","VVul"
"07041","OIDAphon"
"07042","Cuacha"
"07043","Hellion Records"
"07044","New Media"
"07045","Harmonia Mundi"
"07046","Reference"
"07047","Illuminatus Records"
"07048","Lett-Song"
"07049","CAB Records"
"07052","Torso"
"07053","Cavendish Music"
"07055","Coline Records"
"07056","Linea Records"
"07057","Nash-Records"
"07060","Welt-Rekord"
"07064","GrandSlam"
"07066","Spriggan"
"07067","Seydenfaden (Video-Insel)"
"07069","Mehlprimeln-Records"
"07071","S.T.S."
"07072","Golden Note Records"
"07073","NaNu-Records"
"07074","Gymnastic Records"
"07075","Danacord Records"
"07076","El Bimbo Record"
"07077","Big Stereo"
"07079","TTR"
"07080","Canaris"
"07081","Bandleader Records"
"07082","Ars Vivendi"
"07083","Thrills 'n' Chills"
"07085","Tanit ReCords, TRC Aragon"
"07086","Suppenkazper's Noize Imperium"
"07087","Magma (Pilz Media Group to be cleaned up)"
"07088","Sattva Music"
"07089","Rock Echoes"
"07090","Marantz"
"07093","Wonderland Records"
"07094","Brambus Records"
"07095","Zett Records"
"07096","Araba"
"07097","Syntax"
"07098","Beautiful Music"
"07099","Rhyme $yndicate Records"
"07100","Restive Records"
"07102","UN"
"07103","Acoustic Music Records"
"07104","NCM Records"
"07105","Houses in Motion"
"07108","SoundDesign - Records"
"07109","Sound Factory"
"07110","EigenArt-Records"
"07111","Anaconda Records"
